player_id,signup_date,country,platform,experience_level
1395,2026-01-15,UK,Switch,Expert
1396,2026-01-22,Australia,Switch OLED,Intermediate
1397,2026-02-16,US,Switch OLED,Intermediate
1398,2026-02-01,UK,Switch Lite,Beginner
1399,2026-01-11,UK,Switch OLED,Intermediate
1400,2026-01-29,Canada,Switch,Beginner
1401,2026-03-23,US,Switch Lite,Intermediate
1402,2026-02-14,Canada,Switch Lite,Expert
1403,2026-03-24,Japan,Switch,Beginner
1404,2026-02-02,Japan,Switch,Intermediate
1405,2026-03-25,US,Switch,Expert
1406,2026-03-22,UK,Switch OLED,Intermediate
1407,2026-03-16,UK,Switch Lite,Expert
1408,2026-03-14,Germany,Switch Lite,Expert
1409,2026-02-11,Germany,Switch OLED,Beginner
1410,2026-01-09,UK,Switch OLED,Intermediate
1411,2026-02-05,Australia,Switch,Beginner
1412,2026-01-10,Canada,Switch OLED,Beginner
1413,2026-01-08,Canada,Switch OLED,Beginner
1414,2026-01-12,Australia,Switch Lite,Intermediate
1415,2026-03-01,Australia,Switch Lite,Expert
1416,2026-01-06,UK,Switch Lite,Intermediate
1417,2026-02-11,Australia,Switch OLED,Intermediate
1418,2026-01-08,UK,Switch,Intermediate
1419,2026-02-13,Germany,Switch,Intermediate
1420,2026-01-23,US,Switch,Intermediate
1421,2026-02-26,Australia,Switch Lite,Intermediate
1422,2026-02-16,Canada,Switch OLED,Beginner
1423,2026-02-13,Germany,Switch Lite,Beginner
1424,2026-03-22,Germany,Switch OLED,Beginner
1425,2026-01-13,Australia,Switch Lite,Beginner
1426,2026-02-02,Germany,Switch Lite,Expert
1427,2026-03-19,Japan,Switch OLED,Beginner
1428,2026-03-26,Japan,Switch OLED,Beginner
1429,2026-03-25,Germany,Switch Lite,Beginner
1430,2026-03-18,Germany,Switch,Beginner
1431,2026-02-18,Germany,Switch OLED,Intermediate
1432,2026-03-27,Germany,Switch Lite,Expert
1433,2026-03-09,US,Switch Lite,Intermediate
1434,2026-03-07,Canada,Switch,Beginner
1435,2026-01-24,Japan,Switch OLED,Expert
1436,2026-03-04,Japan,Switch,Expert
1437,2026-01-20,US,Switch OLED,Intermediate
1438,2026-01-13,Australia,Switch Lite,Intermediate
1439,2026-03-09,US,Switch Lite,Beginner
1440,2026-03-21,Japan,Switch Lite,Beginner
1441,2026-01-21,Japan,Switch Lite,Intermediate
1442,2026-01-22,Germany,Switch OLED,Beginner
1443,2026-02-16,Germany,Switch Lite,Beginner
1444,2026-02-26,Australia,Switch OLED,Intermediate
1445,2026-02-27,Japan,Switch Lite,Beginner
1446,2026-03-02,Japan,Switch OLED,Intermediate
1447,2026-03-15,UK,Switch OLED,Intermediate
1448,2026-02-18,Australia,Switch Lite,Beginner
1449,2026-01-21,Japan,Switch Lite,Beginner
1450,2026-02-02,US,Switch Lite,Beginner
1451,2026-02-17,Australia,Switch,Intermediate
1452,2026-03-08,US,Switch OLED,Beginner
1453,2026-01-21,Canada,Switch OLED,Expert
1454,2026-01-19,UK,Switch,Expert
1455,2026-01-29,UK,Switch OLED,Expert
1456,2026-02-23,US,Switch OLED,Intermediate
1457,2026-01-31,UK,Switch,Beginner
1458,2026-01-04,Canada,Switch,Intermediate
1459,2026-03-25,Canada,Switch,Beginner
1460,2026-02-06,UK,Switch Lite,Intermediate
1461,2026-04-01,UK,Switch OLED,Intermediate
1462,2026-01-11,US,Switch OLED,Beginner
1463,2026-01-20,Australia,Switch Lite,Intermediate
1464,2026-02-24,US,Switch OLED,Beginner
1465,2026-01-16,US,Switch,Beginner
1466,2026-03-21,UK,Switch,Beginner
1467,2026-03-05,Australia,Switch Lite,Beginner
1468,2026-03-07,Australia,Switch,Intermediate
1469,2026-02-07,UK,Switch,Intermediate
1470,2026-01-31,Australia,Switch OLED,Beginner
1471,2026-03-27,US,Switch Lite,Expert
1472,2026-01-09,Australia,Switch Lite,Intermediate
1473,2026-03-06,Australia,Switch,Beginner
1474,2026-03-02,US,Switch Lite,Beginner
1475,2026-02-17,Canada,Switch Lite,Beginner
1476,2026-01-09,Canada,Switch,Intermediate
1477,2026-03-22,US,Switch Lite,Intermediate
1478,2026-02-12,Japan,Switch,Beginner
1479,2026-02-13,Germany,Switch,Intermediate
1480,2026-03-29,UK,Switch Lite,Beginner
1481,2026-01-24,Japan,Switch,Intermediate
1482,2026-02-28,US,Switch OLED,Beginner
1483,2026-01-26,US,Switch OLED,Expert
1484,2026-03-07,UK,Switch Lite,Beginner
1485,2026-01-05,Germany,Switch,Beginner
1486,2026-01-07,Germany,Switch OLED,Beginner
1487,2026-02-17,UK,Switch OLED,Intermediate
1488,2026-02-19,Canada,Switch,Beginner
1489,2026-03-05,Canada,Switch Lite,Beginner
1490,2026-01-11,Germany,Switch OLED,Beginner
1491,2026-03-19,Japan,Switch Lite,Beginner
1492,2026-01-14,US,Switch OLED,Intermediate
1493,2026-02-09,UK,Switch Lite,Intermediate
1494,2026-01-22,Germany,Switch OLED,Beginner
1495,2026-01-06,Germany,Switch OLED,Intermediate
1496,2026-02-25,Canada,Switch Lite,Expert
1497,2026-01-08,US,Switch Lite,Intermediate
1498,2026-02-16,Australia,Switch Lite,Intermediate
1499,2026-01-04,Japan,Switch Lite,Intermediate
1500,2026-02-26,US,Switch,Beginner
