session_id,player_id,session_date,session_minutes,world_reached
328,1041,2026-05-12,57,4
329,1041,2026-03-24,55,2
330,1041,2026-05-13,78,6
331,1041,2026-03-21,33,2
332,1041,2026-03-07,87,5
333,1041,2026-05-09,35,1
334,1041,2026-05-28,66,4
335,1041,2026-03-30,85,4
336,1041,2026-04-15,65,5
337,1042,2026-03-26,81,6
338,1042,2026-04-04,61,4
339,1042,2026-05-10,31,2
340,1042,2026-01-30,43,2
341,1042,2026-02-08,42,2
342,1042,2026-02-11,40,2
343,1042,2026-04-23,15,1
344,1043,2026-03-20,53,3
345,1043,2026-07-03,28,1
346,1043,2026-04-15,73,5
347,1043,2026-04-29,36,3
348,1043,2026-04-28,41,1
349,1043,2026-06-06,60,3
350,1043,2026-07-06,28,1
351,1043,2026-07-11,37,3
352,1044,2026-03-13,26,1
353,1044,2026-04-29,60,4
354,1044,2026-05-28,38,2
355,1044,2026-04-24,42,1
356,1044,2026-03-24,31,2
357,1044,2026-04-28,55,3
358,1044,2026-03-21,57,4
359,1044,2026-04-02,86,4
360,1044,2026-05-10,34,3
361,1045,2026-05-12,28,2
362,1045,2026-05-08,80,5
363,1045,2026-03-27,21,2
364,1045,2026-04-04,41,2
365,1045,2026-04-05,48,2
366,1045,2026-06-18,33,1
367,1045,2026-03-28,49,4
368,1046,2026-03-24,81,6
369,1046,2026-01-14,42,2
370,1046,2026-05-06,53,4
371,1046,2026-03-17,71,5
372,1046,2026-01-15,65,3
373,1046,2026-04-11,15,1
374,1047,2026-03-20,45,2
375,1047,2026-06-26,60,3
376,1047,2026-06-07,53,3
377,1047,2026-05-15,66,3
378,1047,2026-06-06,68,3
379,1047,2026-03-27,47,3
380,1047,2026-04-16,60,5
381,1048,2026-05-22,54,3
382,1048,2026-05-11,25,2
383,1048,2026-05-13,69,5
384,1048,2026-07-01,22,1
385,1048,2026-03-28,47,4
386,1048,2026-05-20,50,2
387,1048,2026-06-02,64,4
388,1048,2026-03-23,84,5
389,1048,2026-07-06,83,5
390,1048,2026-04-27,87,6
391,1049,2026-05-02,78,4
392,1049,2026-06-07,20,2
393,1049,2026-05-11,67,5
394,1049,2026-05-17,25,1
395,1049,2026-07-24,46,3
396,1049,2026-07-08,68,3
397,1049,2026-04-02,36,1
398,1049,2026-05-26,67,5
399,1050,2026-06-09,80,5
400,1050,2026-06-12,28,1
401,1050,2026-07-22,29,2
402,1050,2026-05-30,57,3
403,1050,2026-04-19,78,5
404,1050,2026-06-19,38,2
405,1050,2026-05-06,29,1
406,1050,2026-04-01,54,3
407,1050,2026-04-16,83,5
408,1050,2026-06-15,46,2
409,1051,2026-05-12,17,1
410,1051,2026-05-04,43,3
411,1051,2026-03-18,33,2
412,1051,2026-07-03,28,1
413,1051,2026-06-11,85,5
414,1051,2026-06-07,75,4
415,1051,2026-07-04,39,2
416,1051,2026-06-14,90,6
417,1051,2026-04-18,53,4
418,1052,2026-04-10,33,2
419,1052,2026-03-27,49,2
420,1052,2026-04-09,37,1
421,1052,2026-05-04,90,6
422,1052,2026-03-21,59,2
423,1052,2026-04-06,39,3
424,1052,2026-02-24,59,4
425,1052,2026-03-30,38,2
426,1053,2026-04-09,38,1
427,1053,2026-02-19,80,4
428,1053,2026-02-09,38,1
429,1053,2026-03-20,31,2
430,1053,2026-03-18,61,4
431,1053,2026-05-13,25,1
432,1053,2026-02-05,53,3
433,1053,2026-04-05,73,4
434,1053,2026-02-21,52,3
435,1054,2026-04-10,56,3
436,1054,2026-07-05,25,1
437,1054,2026-06-28,38,2
438,1054,2026-05-14,55,3
439,1054,2026-04-22,60,5
440,1054,2026-05-16,42,2
441,1055,2026-03-25,43,1
442,1055,2026-02-11,23,1
443,1055,2026-04-02,67,5
444,1055,2026-04-07,36,2
445,1055,2026-04-27,62,5
446,1055,2026-01-23,89,4
447,1056,2026-03-20,43,2
448,1056,2026-02-13,49,4
449,1056,2026-04-20,89,5
450,1056,2026-02-05,47,3
451,1056,2026-04-27,83,4
452,1056,2026-05-25,35,3
453,1057,2026-01-17,66,3
454,1057,2026-01-22,64,5
455,1057,2026-03-29,82,5
456,1057,2026-02-11,48,3
457,1057,2026-05-05,26,2
458,1057,2026-02-05,48,2
459,1057,2026-02-20,44,1
460,1057,2026-04-21,60,5
461,1057,2026-01-27,64,4
462,1058,2026-03-20,68,3
463,1058,2026-05-09,82,4
464,1058,2026-03-14,84,5
465,1058,2026-03-14,69,4
466,1058,2026-03-30,42,2
467,1058,2026-04-12,52,2
468,1058,2026-02-07,83,5
469,1058,2026-02-27,23,1
470,1059,2026-02-21,82,4
471,1059,2026-03-07,22,2
472,1059,2026-03-17,43,3
473,1059,2026-04-23,71,4
474,1059,2026-04-05,56,4
475,1059,2026-03-10,61,3
476,1059,2026-05-02,48,2
477,1059,2026-03-10,42,1
478,1059,2026-03-27,64,5
479,1059,2026-04-15,59,4
480,1060,2026-04-18,32,2
481,1060,2026-04-30,67,5
482,1060,2026-03-11,58,2
483,1060,2026-05-29,27,2
484,1060,2026-04-26,38,3
485,1060,2026-03-07,59,4
486,1060,2026-03-12,45,3
487,1060,2026-05-15,40,2
488,1060,2026-04-02,90,6
489,1061,2026-04-20,29,1
490,1061,2026-06-23,54,2
491,1061,2026-07-18,77,4
492,1061,2026-05-30,19,1
493,1061,2026-05-08,74,3
494,1061,2026-04-30,86,4
495,1061,2026-07-07,64,5
496,1061,2026-06-11,47,3
497,1061,2026-05-17,68,4
498,1062,2026-03-10,42,2
499,1062,2026-02-23,17,1
500,1062,2026-05-14,37,2
501,1062,2026-04-02,76,4
502,1062,2026-03-02,53,4
503,1062,2026-06-08,36,1
504,1063,2026-03-14,49,4
505,1063,2026-03-29,88,4
506,1063,2026-03-17,32,1
507,1063,2026-05-26,38,2
508,1063,2026-05-30,90,6
509,1063,2026-05-21,48,4
510,1063,2026-03-28,64,4
511,1063,2026-04-22,40,1
512,1063,2026-04-22,54,4
513,1064,2026-06-01,44,3
514,1064,2026-03-18,60,5
515,1064,2026-02-23,52,2
516,1064,2026-03-12,40,3
517,1064,2026-06-03,23,1
518,1064,2026-04-16,26,1
519,1064,2026-05-07,68,5
520,1064,2026-02-24,83,4
521,1064,2026-05-29,90,6
522,1064,2026-03-13,46,2
523,1065,2026-05-02,75,4
524,1065,2026-01-13,19,1
525,1065,2026-02-15,61,3
526,1065,2026-02-24,74,4
527,1065,2026-02-20,62,5
528,1065,2026-02-05,84,6
529,1066,2026-03-26,53,3
530,1066,2026-03-28,63,3
531,1066,2026-06-08,18,2
532,1066,2026-07-02,37,2
533,1066,2026-03-27,82,6
534,1066,2026-05-11,86,5
535,1066,2026-05-24,76,5
536,1066,2026-07-23,43,2
537,1066,2026-05-19,18,1
538,1067,2026-03-21,90,6
539,1067,2026-03-07,48,4
540,1067,2026-05-14,78,5
541,1067,2026-05-30,85,6
542,1067,2026-02-16,27,2
543,1067,2026-04-19,17,1
544,1067,2026-03-02,54,3
545,1067,2026-02-18,24,2
546,1067,2026-05-03,72,4
547,1068,2026-02-03,44,1
548,1068,2026-04-11,37,2
549,1068,2026-02-18,21,1
550,1068,2026-03-05,73,5
551,1068,2026-03-07,62,3
552,1068,2026-02-23,74,3
553,1068,2026-03-03,22,1
554,1068,2026-03-03,33,1
555,1069,2026-04-20,19,1
556,1069,2026-02-25,76,5
557,1069,2026-02-23,87,5
558,1069,2026-03-17,42,2
559,1069,2026-03-28,60,5
560,1069,2026-03-19,43,3
561,1069,2026-01-19,28,1
562,1070,2026-04-15,35,2
563,1070,2026-02-28,36,2
564,1070,2026-04-04,82,5
565,1070,2026-04-01,65,4
566,1070,2026-05-02,89,4
567,1070,2026-04-15,27,1
568,1071,2026-05-13,50,2
569,1071,2026-06-30,64,4
570,1071,2026-06-03,62,3
571,1071,2026-05-18,86,4
572,1071,2026-03-22,78,5
573,1071,2026-04-17,54,4
574,1072,2026-02-14,90,6
575,1072,2026-03-29,85,4
576,1072,2026-04-25,68,4
577,1072,2026-03-09,41,2
578,1072,2026-03-01,70,3
579,1072,2026-04-17,43,2
580,1072,2026-04-27,62,5
581,1072,2026-03-29,82,4
582,1073,2026-05-27,60,3
583,1073,2026-05-25,71,5
584,1073,2026-06-19,45,2
585,1073,2026-04-20,39,1
586,1073,2026-06-30,70,3
587,1073,2026-05-08,28,1
588,1073,2026-04-07,71,4
589,1073,2026-03-22,81,4
590,1073,2026-03-26,56,3
591,1073,2026-06-24,83,6
592,1074,2026-03-01,37,2
593,1074,2026-03-29,21,1
594,1074,2026-02-18,22,1
595,1074,2026-04-17,39,2
596,1074,2026-03-29,82,5
597,1074,2026-05-08,38,2
598,1075,2026-05-11,37,2
599,1075,2026-06-17,33,1
600,1075,2026-03-23,66,5
601,1075,2026-04-17,68,3
602,1075,2026-03-19,84,5
603,1075,2026-03-15,26,1
604,1075,2026-06-09,20,2
605,1075,2026-04-24,34,3
606,1075,2026-04-13,85,4
607,1075,2026-07-03,17,2
608,1076,2026-05-18,28,1
609,1076,2026-05-17,22,1
610,1076,2026-06-29,59,3
611,1076,2026-05-16,63,5
612,1076,2026-06-23,80,5
613,1076,2026-03-16,25,2
614,1076,2026-06-25,81,4
615,1076,2026-06-20,75,5
616,1077,2026-01-20,31,2
617,1077,2026-03-15,55,2
618,1077,2026-02-14,21,1
619,1077,2026-03-23,84,5
620,1077,2026-03-08,76,6
621,1077,2026-03-30,59,3
622,1077,2026-01-26,56,4
623,1078,2026-06-13,47,4
624,1078,2026-07-06,84,5
625,1078,2026-05-19,88,4
626,1078,2026-07-07,84,4
627,1078,2026-07-07,88,4
628,1078,2026-04-30,28,1
629,1078,2026-04-04,21,1
630,1078,2026-03-16,49,2
631,1078,2026-06-15,31,2
632,1078,2026-04-24,89,6
633,1079,2026-05-02,18,1
634,1079,2026-03-21,56,3
635,1079,2026-06-11,67,3
636,1079,2026-04-15,33,3
637,1079,2026-05-28,36,2
638,1079,2026-05-10,21,2
639,1079,2026-07-15,42,3
640,1079,2026-05-19,78,4
641,1079,2026-05-16,23,1
642,1080,2026-03-17,27,1
643,1080,2026-04-28,38,1
644,1080,2026-04-08,76,5
645,1080,2026-05-01,66,3
646,1080,2026-06-06,37,2
647,1080,2026-06-11,61,4
648,1080,2026-06-19,31,1
649,1081,2026-02-03,36,3
650,1081,2026-03-15,71,5
651,1081,2026-03-03,26,1
652,1081,2026-02-09,46,2
653,1081,2026-04-13,47,3
654,1081,2026-03-13,89,4
655,1081,2026-05-03,49,4
656,1081,2026-04-04,78,6
657,1082,2026-03-09,46,2
658,1082,2026-05-22,32,1
659,1082,2026-05-29,33,1
660,1082,2026-02-23,30,2
661,1082,2026-04-16,25,1
662,1082,2026-03-29,20,1
663,1082,2026-04-01,80,5
664,1082,2026-05-15,43,2
665,1082,2026-02-16,44,1
666,1082,2026-05-25,39,3
667,1083,2026-02-26,27,1
668,1083,2026-06-05,46,4
669,1083,2026-02-17,75,4
670,1083,2026-04-23,47,2
671,1083,2026-05-23,54,3
672,1083,2026-05-28,38,2
673,1083,2026-03-19,66,3
674,1083,2026-03-05,25,1
675,1083,2026-05-29,83,4
676,1083,2026-02-22,32,1
677,1084,2026-04-24,24,1
678,1084,2026-01-11,19,2
679,1084,2026-03-05,21,2
680,1084,2026-03-15,80,6
681,1084,2026-02-08,19,1
682,1084,2026-01-31,33,1
683,1084,2026-04-27,86,6
684,1085,2026-04-23,54,3
685,1085,2026-07-09,62,4
686,1085,2026-03-15,62,5
687,1085,2026-05-24,81,6
688,1085,2026-03-15,53,2
689,1085,2026-05-08,49,2
690,1085,2026-06-28,20,1
691,1086,2026-04-16,50,2
692,1086,2026-03-06,76,4
693,1086,2026-06-09,61,3
694,1086,2026-06-16,87,6
695,1086,2026-04-20,86,6
696,1086,2026-05-15,53,2
697,1086,2026-04-01,87,4
698,1086,2026-06-13,79,5
699,1086,2026-04-15,49,4
700,1086,2026-03-20,58,2
701,1087,2026-03-20,21,1
702,1087,2026-02-21,37,3
703,1087,2026-03-11,48,2
704,1087,2026-04-16,35,2
705,1087,2026-02-06,43,2
706,1087,2026-03-28,15,1
707,1087,2026-04-26,45,3
708,1087,2026-04-10,85,4
709,1087,2026-01-22,29,2
710,1087,2026-03-20,63,5
711,1088,2026-03-20,85,4
712,1088,2026-03-26,31,1
713,1088,2026-04-17,89,4
714,1088,2026-05-09,25,1
715,1088,2026-05-26,65,3
716,1088,2026-05-14,39,3
717,1089,2026-07-20,58,4
718,1089,2026-07-06,45,2
719,1089,2026-07-02,64,5
720,1089,2026-06-06,57,4
721,1089,2026-05-11,90,5
722,1089,2026-07-01,73,3
723,1089,2026-07-20,86,5
724,1090,2026-07-05,71,4
725,1090,2026-06-13,31,1
726,1090,2026-04-29,59,3
727,1090,2026-04-02,34,3
728,1090,2026-05-16,38,2
729,1090,2026-06-19,66,4
730,1090,2026-06-11,38,1
731,1091,2026-05-07,86,5
732,1091,2026-04-12,61,4
733,1091,2026-03-31,58,3
734,1091,2026-04-21,26,1
735,1091,2026-04-05,38,1
736,1091,2026-04-09,57,2
737,1091,2026-03-12,86,5
738,1092,2026-05-26,64,4
739,1092,2026-07-07,82,6
740,1092,2026-04-16,89,5
741,1092,2026-03-24,46,2
742,1092,2026-04-17,67,4
743,1092,2026-04-23,65,4
744,1093,2026-05-13,67,3
745,1093,2026-01-31,85,6
746,1093,2026-02-25,83,5
747,1093,2026-01-28,32,1
748,1093,2026-05-16,69,3
749,1093,2026-02-07,73,5
750,1093,2026-04-16,38,2
751,1094,2026-07-01,58,3
752,1094,2026-07-18,21,2
753,1094,2026-05-02,29,1
754,1094,2026-05-10,37,2
755,1094,2026-05-21,17,1
756,1094,2026-06-12,41,1
757,1094,2026-04-11,90,6
758,1094,2026-06-01,58,2
759,1094,2026-05-09,52,4
760,1094,2026-06-02,83,4
761,1095,2026-02-03,52,4
762,1095,2026-03-10,80,6
763,1095,2026-03-13,40,1
764,1095,2026-05-05,68,5
765,1095,2026-04-03,41,1
766,1095,2026-04-25,80,6
767,1095,2026-01-07,83,6
768,1096,2026-05-25,83,6
769,1096,2026-04-03,41,2
770,1096,2026-04-17,15,2
771,1096,2026-04-14,18,1
772,1096,2026-04-14,47,3
773,1096,2026-02-10,59,4
774,1096,2026-06-01,17,2
775,1096,2026-02-21,20,1
776,1096,2026-04-23,16,1
777,1096,2026-03-17,15,1
778,1097,2026-01-28,23,2
779,1097,2026-01-29,66,3
780,1097,2026-04-01,53,4
781,1097,2026-03-03,37,2
782,1097,2026-03-14,63,3
783,1097,2026-02-15,58,2
784,1097,2026-04-23,73,5
785,1098,2026-05-06,39,3
786,1098,2026-06-05,25,2
787,1098,2026-03-04,62,4
788,1098,2026-05-22,55,2
789,1098,2026-03-29,69,3
790,1098,2026-05-09,46,2
791,1098,2026-04-12,59,2
792,1098,2026-04-20,63,4
793,1098,2026-04-08,41,2
794,1098,2026-04-07,42,1
795,1099,2026-04-15,85,6
796,1099,2026-04-07,60,5
797,1099,2026-03-12,31,2
798,1099,2026-01-09,78,6
799,1099,2026-03-06,53,2
800,1099,2026-03-03,16,1
801,1099,2026-04-14,74,3
802,1099,2026-04-18,15,1
803,1099,2026-05-01,17,2
804,1100,2026-05-13,60,5
805,1100,2026-07-24,16,2
806,1100,2026-06-03,70,4
807,1100,2026-03-30,22,1
808,1100,2026-04-10,30,2
809,1100,2026-07-14,89,6
810,1100,2026-05-26,25,1
811,1100,2026-06-14,47,3
812,1101,2026-04-02,79,4
813,1101,2026-06-17,23,2
814,1101,2026-04-24,33,2
815,1101,2026-05-22,69,4
816,1101,2026-05-21,54,3
817,1101,2026-04-23,65,4
818,1101,2026-04-22,87,5
819,1101,2026-03-21,88,4
820,1101,2026-04-17,46,2
821,1101,2026-03-14,50,2
822,1102,2026-02-11,35,1
823,1102,2026-01-22,28,2
824,1102,2026-01-19,75,4
825,1102,2026-01-22,72,4
826,1102,2026-04-12,75,4
827,1102,2026-04-25,48,2
828,1103,2026-02-22,24,1
829,1103,2026-04-25,30,2
830,1103,2026-04-19,74,3
831,1103,2026-01-13,79,5
832,1103,2026-04-29,71,4
833,1103,2026-01-29,86,6
834,1104,2026-07-19,82,5
835,1104,2026-07-20,56,4
836,1104,2026-04-19,76,4
837,1104,2026-05-02,49,4
838,1104,2026-05-20,84,4
839,1104,2026-07-11,73,3
840,1104,2026-04-16,59,4
841,1105,2026-04-13,57,2
842,1105,2026-05-02,16,2
843,1105,2026-05-07,43,1
844,1105,2026-04-05,19,1
845,1105,2026-06-08,49,3
846,1105,2026-03-25,78,5
847,1105,2026-03-17,65,4
848,1105,2026-03-26,64,3
849,1105,2026-05-21,44,2
850,1106,2026-05-21,31,1
851,1106,2026-04-10,76,5
852,1106,2026-03-15,74,5
853,1106,2026-05-05,62,3
854,1106,2026-05-29,50,2
855,1106,2026-04-02,51,4
856,1106,2026-02-11,26,2
857,1106,2026-05-22,31,2
858,1107,2026-01-05,48,3
859,1107,2026-03-29,64,5
860,1107,2026-01-26,53,4
861,1107,2026-02-05,72,5
862,1107,2026-02-28,49,2
863,1107,2026-04-13,90,6
864,1108,2026-04-27,81,5
865,1108,2026-06-06,81,6
866,1108,2026-03-25,42,1
867,1108,2026-05-30,57,4
868,1108,2026-03-01,48,4
869,1108,2026-04-25,30,3
870,1108,2026-02-25,41,3
871,1108,2026-06-18,80,6
872,1108,2026-05-16,47,4
